答题序号,来源,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
100000048,腾讯文档,2,,,广东茂名幼儿师范专科学校,茂名校区有，高州校区没有,一般教室没有，机房和师训楼二楼大教室，南教顶楼有,有，南方没有澡堂,大一有早读和晚修，外国语学院下午还有天天练,没有。文学院，理学院有下午跑,没有这项,寒假不足一个月，暑假不足两个月，算是开学早放假迟,不允许，被抓要处分,挺便利，校门有小黄车，小蓝车，还有租车服务，打车也很方便。不在市区，进城需要5-10分钟,没有，但可以买，但不能被发现，学校不允许,30块一个月或100块一个学期，一个账号可以同时链接一台手机和一台电脑，网速挺快，是无线网,不断电，不清楚断没断网,不贵，偶尔会吃出头发，苍蝇，蟑螂等，看运气,每天下午四点半至七点，晚上9点到11点，周末会延长到11点半,不怎么管，没有充电的地方,没有限电，电费自己充，每个学生一个月送8度电。电压限制在3300W，超过会跳闸,不能通宵，宿舍门在11点后陆续关闭,能，最好带，大一就有电脑作业了,饭卡和水卡，可以用饭卡，微信和微信官方程序二维码支付,不会，但有银行过来集中办卡，推荐办建行卡，奖学金，补助金，勤工俭学金等都是建行转账,小，商品不多，不算贵,可以去学校附近的菜鸟驿站，校内也有,校内没有共享单车,比较宽松，进校需要学生证，出校什么都不需要,大约一个月查一次，由校自律委员会查寝，晚归可以回去，但需要在规定时间内到办公室说明原因，不然就处分,教师和辅导员都不错，没有乱七八糟的事，选拔和奖励都比较公平，按成绩论英雄,2023-06-20 16:11:57,,,,,,,
100000049,腾讯文档,1,[DESENSITIZED],2.0,江西农业大学,大部分楼栋是,五教听说要装了，二教没有，宿舍基本都有,部分楼栋有独立卫浴,大一基本全校都有晚自习，部分学院有早自习,部分学院有,大一大二有跑步任务一学期60km？，好像可以刷,暑假两个月，寒假一个多月，好像没有小学期,可以，学校里面和商业街的外卖送到宿舍楼下，学校外面的要去学校大门口拿,不算便利，学校附近有进市区的公交但是间隔时间未知，地铁离学校有点远,有公共的,校园网周日到周四晚上0-6点停，周五周六不停，限制2台设备,只有周五周六不断，其他晚上0-6点断网,不贵，目前没吃出异物,时间不固定，很迷,能，但是充电桩不多，靠半夜蹲点抢,北区不限电，南区600W，东区未知,图书馆晚上10点关门，宿舍不断电,能,校园卡，可刷支付宝微信校园卡,会，工商定制卡,价格还行,菜鸟驿站，南北区都有,无,女寝好像据说晚上11点门禁，男寝无门禁,有突击检查,形式主义有点多,2023-06-21 09:59:40,,,,,,,
100000050,腾讯文档,1,[DESENSITIZED],1.0,唐山师范学院,不是,我在学院路校区，教室里面都有空调！宿舍的话有两栋宿舍楼有，另一栋没有,没有独立卫浴，澡堂就在宿舍楼下,大一有！！而且还有人查，熬过大一之后大二就没有啦,有的，后来有一阵改成了做早操，不知道23届什么安排，周一三五早自习，二四早操,一学期男女生都是32次，女生每次1.5公里，男生每次2.0公里，可以骑车（软件是步道乐跑，有效与否随缘，水果手机一般没事,寒暑假两个月左右吧，小学期不太懂，不知道咱学校有没有,可以点外卖，取外卖的地方相当于宿舍楼到大门口的距离，不过学校小，也不是特别远,学院路校区交通便利，唐山没有地铁，学院路校区在市中心！周边很多好吃的,有的,我一般用流量，不过我室友用校园网，她们说还好，限制设备的，好像是三个？也不是两个，忘记啦,不断！不断！不断！,有一点贵，解封后很少吃食堂，不过还是看你吃的是啥吧，异物的话还好吧我没吃到过,早上十点到晚上九点好像是（记不清楚了,能骑，但是咱学院路校区很小很小，没啥骑的必要，充电的话不太清楚,好像是300w（也记不清了,宿舍每天晚上要报人数，应该是不能夜不归宿的,在宿舍可以用呀，上课带电脑的话…不清楚,门禁和洗澡用校园卡，安卓可以绑nfc，苹果的nfc我试了下没成功，食堂我们一般都扫码微信或者支付宝，忘了能不能刷卡,会,还好，麻雀虽小 五脏俱全,不太清楚，一般的快递都是和快递小哥直接沟通,米有啦，学院路校区很小，用不到,晚上九点半门禁,查寝，宿舍长报人数，很少抽查，晚归的话求一下是可以的,我说的是学院路校区o！大学道校区的宝宝们慎入，学院路校区的宝宝们，你们刚来的时候可能确实会失望，因为真的很小，小到让你觉得不像是大学，但是咱们活动还是很丰富的，而且没有主校区那边事儿那么多，总体来说接受了之后就还好啦！欢迎宝宝们！！,2023-06-22 23:49:51,,,,,,,
100000051,腾讯文档,1,[DESENSITIZED],1.0,河北工业职业技术学院,老校区不是，但是新校区是,老校区在安装，新校区都有,没有，100米大概,大一有，大二大三没有,大一有,没有要求，可以骑车,寒暑假两个多月，小学期三个多月,可以点,门口有共享电车，老校区在市里，新校区在县里,有,还可以，一台手机一台电脑,不断,一楼贵，二楼好点,九点到晚上八点，周六日人多不一定,可以，宿舍楼下就能充电,不使用违禁品就不会断电,没有，宿舍和图书馆到点关门，晚上偶尔会有查寝,可以,校园卡可以借书，水卡可以接热水和洗澡，食堂手机扫码支付,大一刚开学可以申请,一般，比较贵,还行,校园里面没有，学校门口很多,随便进出,查，封，进不去,"学风很好，图书馆去晚了都没位置。社团也很多，活动也不错。
老师经验丰富，也很认真负责。",2023-06-23 00:33:07,,,,,,,
100000052,腾讯文档,1,[DESENSITIZED],2.0,西北工业大学明德学院,部分寝室楼是,只有新教学楼教室有空调，宿舍都有空调,都有独立卫浴,大一大二有早晚自习,无,步道乐跑40次，女生1.6km，男生2km，可以骑车,"寒假5—6周，寒假7—8周，小学期1—
4周",允许，新宿舍楼取外卖很远,不在市区，离最近的地铁站坐车三十分钟,每层都有,有的时候很快，限制一个设备,不断电断网,能接受吧，目前没吃出异物,全天,不能,新宿舍不限电,没有,能,微信支付宝学生卡都可以,不会,还行吧东西比较全,有菜鸟和顺丰,有哈罗,晚上11点关寝室,不会 查寝，晚归可能被训,无,2023-06-23 00:55:09,,,,,,,
100000053,腾讯文档,2,,,山东科技大学,有但很少  大部分是两上下床+两上床下三人一体桌  有几间宿舍本身较小或部分专业是上床下桌  这个要看运气,宿舍有  教室没空调风扇但很大部分都很凉快,没有独立卫浴  宿舍每层楼都有浴室  有隔挡和浴帘,大一有晚自习 七点到八点五十中间休息十分钟  严不严分学院吧  我们是不管干什么的 人到就行 中途随意进出也不管 我们班平时查的很松  导员偶尔来  全凭运气,部分学院有  不晨跑的学生六点半到六点五十要去打个早卡  一般女生多的学院没有  大约六点多七点的样子  没跑过不太清楚,有软件每次八百米 去随机点打卡 一学期三十还是四十次及格  五十次满分  有速度限制但是骑车应该是没被查到过  这学期因为大家刚阳康这个跑步取消了 以后会不会再有不知道,寒暑假一般四十五天左右,允许  大部分外卖可以送到宿舍楼下  偶尔几家不能进校需要去校门去,公交车蛮便利但是没有地铁  离市区坐公交车一小时  去市南区的话要两小时左右,每栋楼一楼有洗衣房,校园卡办29别的卡39   我用起来蛮流畅的没卡过  就是偶尔换地点的时候容易断 要重连一下  我只连了手机电脑  不确定能不能更多设备,十一点开始断电  空调不断电,一般价格  大锅菜几块钱一顿  其他11-14吧差不多   食堂吃的少 还没吃出过异物,早上六点到八点  中午十二点到晚上十一点二十,可以  有固定充电点  但可能不太好抢,没欠费过不太了解  但听同学说他们宿舍每天全员电脑加全天空调   大概三个月就欠费了,每栋宿舍楼有自习室但不太清楚限不限时间,无要求  可以带,校园卡可以买饭饮水机去超市  微信绑定校园卡也可以直接在食堂用微信,我这届是银行的人来学校我们去办  但好像没交钱,大小超市都有  还算齐全生活用品都有,顺丰邮政快递在学校驿站三通极兔在校北门的快递站  两个点都可以寄快递,校易行  电动车自行车都有  去年刚换的车都很新很好骑  最近骑得少但量不算少应该大部分时间不至于得抢,宿舍楼十一点半,看学院要求  我们本来不查寝毕业季有点乱就开始要求各班每晚查了 不过很松  偶尔遇到导员亲自查就算你倒霉了  宿舍阿姨很好说话晚归不会不让回  但是阿姨十一点多就睡了 叫她开门会打扰到阿姨,学校蛮大的绿化很好很漂亮  我个人觉得可能在意的缺点是地方有点偏无地铁、暑假短、非上床下桌  其他没有什么硬伤问题  管教比较松学习和作息全凭自觉,2023-06-23 00:32:26,,,,,,,
100000054,腾讯文档,2,,,忻州师范学院,不是,没有,没有,分系，有的系有,体育系有，别的系没有,目前不跑,正常放,只能送到校门口,学校周围玉米地，打车到市区20分钟，有共享电动车，有公交，无地铁，车比较难打，当地出租车比较黑,每个楼一层有10个,办理校园卡的同学宿舍会给安装宽带，网速正常,半夜1点到早晨5点断电,午饭一般10-15元，异物基本不会,早八到晚十,可以，电池拿回宿舍,300w,无,能,饭卡就是校园卡，食堂付款时用指定的手机软件即可，刷饭卡也可以,会发,挺大的，跟外面普通的超市差不多,寄快递小贵，要12元。其他正常,共享自动车（很多）和站立式的共享电动车（较多）,刷脸进校,基本上没查过，10点半锁楼门（晚会可以提前跟阿姨说，但是要登记）,学校活动很多，跳操比赛，讲课比赛，篮球赛，演出观众等，大部分要强制学生去，这个会很难受，别的还好。,2023-06-23 01:10:51,,,,,,,
100000055,腾讯文档,1,[DESENSITIZED],2.0,珠海城市职业技术学院,1栋9栋是上床下桌四人间，其他栋是六人间，三个人共用一个桌子,宿舍教室都有空调,每个宿舍都有一个厕所，和淋浴一起,没有,没有,15公里每学期，不可以,正常放假，按照地方的教育政策,校内的送到楼下，校外的送到南门或西门,交通非常便利，没有地铁但公交非常方便，从学校到市中心大约公交一小时以内,七栋有公用洗衣机，其他宿舍需要自己购买,我不用校园网，不太清楚，但晚上的校园网好像会断网,不断电，会断网，每天不断电，但需要准时关灯，11:30关灯,有点偏高,每天5点后,校园没有共享单车和电瓶车，有新能源汽车的充电桩,没有,宿舍门禁11:30，图书馆也限时间，建议在宿舍自习,能,支付宝和微信，饭卡基本不用,不会但会建议自己去开一个中国银行的卡，方便以后的奖学金发放,东西基本齐全，,统一在菜鸟驿站拿快递，除了京东要在校外门口拿,校内没有共享单车,自由进出，但门口保安叔叔会看一眼学生卡,晚上不查寝，11:30后不能出入，除非跟宿管报备,学校占地面积不大，里面的社团学生会可以尝试一下，校园环境挺好的,2023-06-23 05:56:35,,,,,,,
100000056,腾讯文档,1,[DESENSITIZED],1.0,河北经贸大学经济管理学院,不是,教室有 23年暑假回来宿舍就有空调了,没有 九号楼倒是很近 一出门就好,有的专业有 一般没有,没有,没有,两个月 四月,允许 看设置地址了 有篮球场 北门东门,有 23年暑假回来学校出门左转就是地铁,有的宿舍楼楼里有 有的宿舍楼去澡堂用澡堂的洗衣机,可以,不断电,不贵 我倒是没有,9-22点,学校小不用 学校出门就是共享车,一般,无,可,一卡通,会 河北银行,可,菜鸟驿站,无,宿舍门禁晚上10点半，早上6点开门 校门倒是什么时间段进都可以,不用 看导员吧 有的导员让拍照 姿势打卡什么的,学校虽然不咋地 但都慢慢变好 地理位置好 虽然学校有点破旧 但大家学习氛围很好 考上本部的研究生也很有潜力,2023-06-23 09:51:26,,,,,,,
100000057,腾讯文档,1,[DESENSITIZED],1.0,肇庆学院,大部分是,有,有,大一有晚自习，大二就没有了,没有,大一第一学期是24次两公里，但是要补体育课跑几次5公里，第二学期32次两公里，骑车坐车都可以,暑假快两个月，寒假一个多月吧,可以点,没有地铁,有的，但是收费，挺贵的，洗一次2-4元,还可以一个月30,不断电，断网的校园网周日到周四晚上12点断，早上6点来,有点贵，多少会的,下午5点到11点,不清楚,没有吧,没有,可以啊,饭卡，刷卡或手机支付都可以,会的,挺好的,有智顺通和菜鸟,暂时没有,23点门禁,不查，会封,回答了这么多就是想说一句军训很变态❗非常非常变态❗早上5点半偷偷起床，6点训练到晚上9点❗非常非常严格动不动就体罚，站半小时军姿不能动一点，动了就罚你❗军训第二天双腿就超级酸痛！如果再给我一次机会我绝对不会填这里，每次回想起军训都咬牙切齿一群神经病，明明才半个月却感觉有半年那么长，听我一句劝……是真的非常非常苦没有夸张……,2023-06-23 12:45:34,,,,,,,
100000058,腾讯文档,1,[DESENSITIZED],2.0,徐州幼儿师范高等专科学校,是,教室没有 宿舍有,有独立卫浴,有,没有,抢体育俱乐部就不用跑,寒假放的早 暑假晚,可以点外卖 只能挂校门上,没有地铁 只有公交 在三环,有,没用 室友说信号不好,不断,一般 吃出过,冬天一三五七 夏天正常,不可以,超过两个800w同时使用会跳闸,有,能,校园卡 食堂可以刷校园卡也可以刷微信支付宝,会,贵,菜鸟驿站,没有,九点半,查寝 封寝 回不去,教室太冷了,2023-06-23 18:41:59,,,,,,,
100000059,腾讯文档,1,[DESENSITIZED],2.0,湖北科技学院,一部分是一部分不是。。。六人寝很挤别来,有,有,都有。。具体看院系导员,有,1公里女生,2个月不到的暑假,可以 门口拿,便利 咸宁不好玩,有,没用过好贵啊,不,一般般,不记得,可以,用不了大概率,无,能,手机支付,会,一遍,方便,有电动车,11点锁门,学生会查卫生,呃 咸宁很无聊 学校不是很考虑学生 建议别来 新宿舍六人寝 柜子很小 真的很挤,2023-06-23 23:56:24,,,,,,,
100000060,腾讯文档,1,[DESENSITIZED],2.0,安徽工业经济职业技术学院,是,有，大教室有，小教室也有，就是有的小教室空调可能不太行,没有独立卫浴，是在每栋宿舍一楼都有洗澡的小隔间，玻璃门隔开，大概有40隔间吧，洗澡高峰期要排队,大一有晚自习,没有，但每个星期一有升旗仪式,没不用打卡，可以骑车。有共享电动车，微信充值,两个月，四个月,允许，取外卖的地方在主教前面，南门口，要看你住在几栋了，有的离得很近，有的有些远,有地铁，在南门，出门走五分钟地铁口,有，每层都有,还可以,晚上十一点,不贵，我没吃出来，不知道别人有没有，有两个食堂，东西两，西三层，东忘了有几层了，东食堂种类多点，西食堂种类略少点,全天,可以骑电车，不清楚哪里充电,不能使用大功率电器，会自动跳闸，然后需要找宿管,图书馆晚上22:30闭馆，环境挺好，拿着校园卡就能进，有电梯,可以，但最好别带，毕竟都不熟悉，先低调做人，看专业要求，动漫设计，室内设计应该要带，可以问问学长学姐,可以用校园卡，也可以用微信支付，校园卡不太方便，用来进图书馆，吃饭带着手机就行,会，和通知书一起邮寄，农业银行的,贵，不要买水果，但是散装的零食不错，还有辣条,可以,挺多，种类就两个，还经常换，所以充值别充多,学院要求不太一样，看学院要求,财经学院查寝，按照135，或者246查，晚上22:30左右吧，晚归能回去，看你和宿管关系,可以多参加一些比赛锻炼自己，大二下学期准备专升本吧，,2023-06-24 12:05:41,,,,,,,
100000061,腾讯文档,1,[DESENSITIZED],2.0,汕头大学,是,有,有,没有,没有,没有,比中小学长半个月左右,能 送上门，但是外卖选择有限,不方便，半小时,有,一般，每月九元每天4g，0:00-6:00免费不限量,不,偏贵 不知道,不限制,桑浦山校区可以，东海岸小区不行,东海岸不限,不知道没试过 宿舍？,能,一卡通，微信支付宝,会,较小,正常？,东海岸无，桑浦山有共享电动车和自行车,无,不管,挺舒服的，但是汕头离珠三角还是有点远的,2023-06-24 14:02:06,,,,,,,
100000062,腾讯文档,2,,,山东青年政治学院,否,宿舍都有，要租用。教室不全有，但都有风扇。,有的宿舍楼有。其他的的每层都有。（填写时间是2023年，现在有好多新的宿舍楼，这两年新生都在新宿舍楼。）,新生都有。有个别学院还有早操,个别学院的新生有,一般一学期38次，每次2公里。现在都是在操场跑，骑车不合适，对别人很危险的。,正常寒暑假，我不知道啥是小学期。,允许。我从入学到现在都是外卖到校门口拿。但是学校里边很多好吃的和奶茶都可以有小程序点单然后配送。,不在市区，但是现在建了一个商业街。有在建地铁。,有,还可以，限制数量。具体看你办哪个牌子了，有的没有校园网，都是校内流量。,不，都不。,贵不贵没有体会，因为没有比较过。问题应该会偶有发生吧，但无伤大雅。,随时，想洗就洗呗,可以，有固定充电桩。,不让用违规电器。,不知道，没有通宵学习过。但是晚上会查晚寝。是的，我大三还在查。,能，你开心就好。,校园卡？支付宝微信都可。,会，交学费用的,还好，基本物品都有。现在有四个，两个大的两个小的,有两个快递点，一个寄快递的地方。毕业季会有德邦常驻楼下。,都是共享电动车，数量有限，但是也不少。,出入都要刷脸，宿舍和校门口都是。,查，能，找导员吧。,emmm，肯定是分数高了就往好的考呗，这个学校生活条件大致可以的，但是也有差的，比如我现在搬的宿舍，一楼厕所贼臭。然后有些规定可能对新生来说不太能习惯。社团很多，学生组织也可以。,2023-06-24 14:13:26,,,,,,,
100000063,腾讯文档,1,[DESENSITIZED],2.0,大理大学,4人寝是，6人寝不是,没有,有独立卫浴，不过热水是太阳能的,临床医学20级没有，但临床医学21级以后是有晚自习的,20级没有，21级有,120公里，可以打车从古城到下关20公里左右，多出来玩几次就够了,2个月以内，小学期1个月,允许，100米,没有地铁，古城到下关要打车或者坐公交30分钟，下关在市中心附近,有,一般，用的人多就慢，人少就快,断电，网要自己办宽带，周日到周四11点半断电，周五周六12点断电，期末前一个月12点断电,不贵，没有异物,太阳能，看天,可以，不清楚,每个人5度，看宿舍人数,没有,可以,完美校园软件,会,古城超市在校内，下关超市在校外,有菜鸟驿站,古城校内有个多人小绿车要付费，下关没有,和断电时间一样,每周五下午查宿舍卫生，不查人，晚归不能回学校,古城很大但是离市中心远，周围有个古城商业化很严重；下关离市中心近但是很小，而且下关只有医学生,2023-06-24 14:47:55,,,,,,,
100000064,腾讯文档,1,[DESENSITIZED],2.0,江西中医药大学,1-10栋不是，其他宿舍是，本人很不幸是上下铺，对此有很大怨气，听领导说有新宿舍楼在建，不知道啥时候能建好,有,没有独立卫浴，部分住宿条件好的宿舍楼有独立卫浴,大一有晚自习，好像有些专业有早自习，不清楚,没有,大一上40次，每次至少1.6km，可以骑车,不记得，就正常的时间吧,可以点外卖，宿舍楼下,不，进城坐公交一小时起步,有,还行,阿姨会关灯，11点，不会断电断网,还行,全天,可以，宿舍楼下就有充电桩,800w,无（我觉得），可以在宿舍,能,校园卡，可以校园卡也可以vx zfb,不会，要自己去办,一般，很小,还行,租租侠，还蛮多的,无吧,一般不会,嗯...能不来尽量别来吧。。,2023-06-24 15:46:31,,,,,,,
100000065,腾讯文档,1,[DESENSITIZED],2.0,沈阳音乐学院,no,教室有宿舍无，宿舍电扇都无还要自己买,部分独卫，长清澡堂在校内,学校没有规定,学校没有规定,学校没有规定,寒暑假有个40天左右寒假略长暑假略短，小学期应该是这边叫艺术实践周，大概一星期左右,允许，步行几分钟，长清食堂外卖男寝甚至能送到寝室床位,桃仙不知道，三好和长清都挨着地铁出行还可以，三好位置更好一点,有,学校不允许办宽带，流量的话看运气有的时候还行有的时候甚至微信都加载不出来,周日-周四每晚22：30，周五周六每晚23：30断电,价格还凑合，异物暂时没有过,只要澡堂还开门都有,学校5分钟就能围着跑一圈骑什么电瓶车,几个游戏本就跳闸给你看,自习有通宵自习还真没有，除非校外,可,微信支付宝，长清校区也可以办饭卡但没必要,建设银行银行卡,价格还行，丰富程度一般,长清校区校内有菜鸟驿站校外有妈妈驿站,硬要说其实长清有倒三轮可以骑,凭学生证自由出入,查寝这个分系有的管有的不管，封寝的，熄灯时间理论上也同时封寝，女宿那边晚归管得严，男宿这边反正我没被记过,大连校区分布在长清和三好哦，学校太小了设施也太一言难尽了，非音乐专业远离吧真的,2023-06-24 17:16:52,,,,,,,
100000066,腾讯文档,1,[DESENSITIZED],1.0,湖北大学,二期宿舍（女）是屋子里一半上下铺、一半上床下桌，住六人。其他宿舍情况各有不同。,除三期宿舍，均有空调（三期有消息今年能进新宿舍住）,二期宿舍均有，其他宿舍不详，多为公共，楼层共享。,无,无,没有学期要求，只有不同的体育老师有不同要求。选修乒乓球时每周要求课外一公里跑步，keep打卡即可（可骑车）。,艺术学院，没有小学期。暑假2.5-3个月（看学院）寒假一个月,有校内外卖可以送到楼下，平台是俺来也、饿了么、快团星球、同学优先等。校外外卖需要到各个校门口取,号称“武汉地图对折两次的交汇点”，交通很方便，门口七号线转一切。大一在阳逻，极其偏远，这一点要注意了,有，每层三个（二期宿舍）,比较稳定，限制设备2个同时在线。有电信、联通、移动可选。wifi全覆盖,夏季不断电（5.1-10.1）冬季断电（11-6点）断电同时没有热水。晚上6:00左右来热水。wifi不断,如果不吃辣椒的话没法吃一些比较便宜的档口，便宜的大碗菜往往辛辣油腻。味道尚可，小炒窗口也不少，还有小礼堂和其他商业区，总体花样不少。食堂卫生还不错，没有听说食堂吃出问题的（太油了拉肚子除外）,夏季中午11:30-13:30，其他时间只有晚上：5:30-11:00,可以，公共充电桩。不能进楼栋充电，部分楼栋下有停车大棚（无人看守）,二期宿舍，400w，且不能使用发热电器（包括卷发棒也会跳闸）,上学期开了楼栋自习室可以通宵，这学期不让进了。所以目前没有,可以,微信绑定校园卡，或支付宝即可。,会,教育超市很贵 但是可以叫三角花园乐而乐的外卖，送到楼下，比较便宜,自己去快递点拿。圆通最远，在正门对面（是的，在校外！）中通其次，其他的基本在校内文学院或一期公寓附近的快递点,不让进共享单车哦,23:00后关部分门，宿舍楼关门。可以敲值夜阿姨但是会被念，还要登记,不查 23:00关门 可以敲阿姨回去但是会被念,大学，大不了自己学…总之欢迎报考湖北大学x,2023-06-24 18:23:53,,,,,,,
100000067,腾讯文档,1,[DESENSITIZED],2.0,天津体育学院运动与文化艺术学院,分区域，北区一般都是上床下桌六人间但大澡堂，南区为上下铺六人间但小独立卫浴，西区类似小公寓型应该也是上下铺但是分房间，东区上下铺住一寝室三个人带独立卫浴。,都有，都装，但是上专业课的楼空调开得都很低，特别冷,分区哦，没有独立卫浴的好像一层楼一两个吧,无,无,没有这个要求,寒暑假特别弹性，小学期进度为零，寒假会很长两个月以上，暑假十分抽象可能一个月到两个月,允许，南北区有兼职的送楼下，东西区的可以自己在东西门自取，走一两分钟就到了,不便利，没地铁，去天津两小时去北京一个半小时，但是校车每周都会去天津和北京，每天基本都有公交去蓟州的万达和鼓楼。,有，一层两个自己下app扫码洗,。。改良后稀烂，看看电视剧综艺还行，想打游戏有点点卡,不断，根本不断，装了蚊帐后全靠你自己关灯,我觉得贵，吃出异物概率高但是你去反馈能很快解决，不过也有便宜的，只是可能食堂的油之类的都不太好,全天，随你什么时候洗,不可以，除非你是店家送外卖自己充电,应该不限电，宿管查得严，被捉到用大功率就通报处分,无，自己关床上偷摸卷吧,随你带，平板相机什么都可以,洗澡的水卡和出门的一卡通，食堂微信支付宝,不会，你自己办或者等开学统一办,东西算多，除了日用品以外吃的喝的价格是正常的,正常的菜鸟驿站，里面一个外面一个,根本没有全靠腿走,晚上十点半后基本就很难进了,查，天天查的和一周查好几次的，十点半左右封，晚归只能在外面求宿管阿姨了,巨小，离市区远不方便出行，食堂很抽象，但是帅哥美女遍地，一般专业老师都不错，公共课老师走运的话遇到的也不错，表白墙什么东西都有如果你刚入学不知道怎么办就多看看表白墙，自我支配时间很多，虽然氛围没有中传之类的好，但每年也有很多考研上岸的，学费在民办里也是中等吧，祝你好运如果有更好的选择就去更好的选择，如果没有希望你来了也好好努力。,2023-06-24 18:24:03,,,,,,,
100000068,腾讯文档,1,[DESENSITIZED],1.0,中南林业科技大学,不是，大一8人寝但是两个独立卫浴，我们院女生大二大三大四的4人寝是澡堂，20个人挤3个厕所，不如8人寝,教室只有几个有，宿舍都有,8人寝有，东园女寝有几栋没有，20人挤3个厕所，据说还要扩招，那就30个人挤3个厕所。,无早自习，但是大一有晚自习,无,女生75男生90，可以骑，但是容易被抓，亲测苹果手机不行,一个多月，两个月。18周,允许，我们就在楼下,有，在,有，一个寝室有一台。但是东园女寝5个寝室共用一台,烂,不断,还行，不咋吃,6-8 12-14 18-24,听说下一届不可以了,不限电,没有吧,能,微信支付宝,会,还行,还行,没有共享,晚上12点锁寝室门，早上5点开,不查，不能超过12点,呃快跑吧,2023-06-24 18:39:34,,,,,,,
100000069,腾讯文档,2,,,潍坊职业学院,不是,没有！21年没有，22年上半年也没用，每一届毕业生都听说自己走了以后有，我去之前也听说宿舍装空调了，最后没有！,澡堂就在宿舍楼里,有，我在校期间抓得很严，后来把学校骂上热搜就让早自习带早饭了,奎文没有,我在读期间没有这个,这个正常放吧,奎文从学校最北到学校南门,奎文校区是在市中心，潍坊没有地铁，但是公交还可以，骑共享单车去泰华也就十几分钟,有，不过要收钱，洗衣机还不怎么干净,隔三差五连不上，然后就拨打4000385858让他们给我刷新一下,我在读期间十一点断电凌晨四点恢复。但是一些宿舍电路非常不好，隔三差五跳闸停电，宿管阿姨就说是我们用大功率电器了。胡说八道！我们宿舍没用也断电！,价格还好吧（指对比市中心），但是商店价格贵，商店价格堪比景区。后来学校被骂上热搜他们立马降价了。,不记得了，好像是中午，晚自习之前还有晚自习之后到十一点。但是，排水有大问题，洗澡隔间一地积水，很糟糕,好像见过人骑电动车，但是不确定,不知道，隔三差五跳闸还被宿管阿姨说用了大功率电器,啥？早自习你起得来吗通宵自习？,能,微信支付宝,会,非常恶劣！！！！疫情期间恶意涨价，学校上同城热搜之后才开始管控,还行，不严,学校里面没有，外边有，感觉潍坊很提倡共享单车，只不过我不知道潍坊的自行车怎么借,实习一年了，马上就毕业了，所以不清楚了,查，没晚归过，不过你可以让一楼的同学偷钥匙给你们开窗,不建议去。学校环境还可以，但有些老师是真不行。能不来别来。有个老师是出道当明星太糊退圈，百度百科能搜到，遇到她当班主任的话就考虑考虑是不是这辈子的作的孽找上来了。她面对面的时候还行，长得也不错还很好说话的感觉，见不了面她就不做人了，她最后把所有学生都删了，听另一个老师说她刚来的时候还指导过她给她帮助结果后来有一天这个老师忽然发现自己被她删好友了，你就说6不6。最后一年可以考虑上班每天就蹲在手机电脑前边看学校布置的任务给学校做就业率的虚假数据。,2023-06-24 19:03:30,,,,,,,
100000070,腾讯文档,2,,,景德镇学院,四人间是，六人间会有两个下铺。（四人六人间大小一样的，男生基本上都是四人间，女生有一大部分都在六人间。）,教室有电风扇，宿舍有空调（会强制收使用费，不交会emmm你懂的）,有独立卫浴的，不用担心,大一会有晚自习，现在好像还有早操了,好像有早操的,这是今年（2023）的新规定，不太清楚，但是不能骑车,寒暑假放假大概都是两个月（不到），学期是18周，会比隔壁晚回去。,允许外卖，宿舍旁边就有外卖柜，但是有些外卖需要到西门东门拿,没有地铁，不在市区，进县里大概半个小时，去市里要一个多小时了。,一楼有洗衣机房，四块钱一次大概,网还行，有时候会卡（限制数量来着）,截止目前不会（2023.06.24），就是有时候会停电,价格不算贵，也不太便宜，有的时候会有异物（头发、洗碗球什么的）,晚上六点半开始烧水，大概七点多能热，一直到十一点半。冬天有时候早上会有热水，大概到早上八点半就结束了。,下个学期好像就不让电动车了，没有能集中充电的地方。,目前不限，下个学期可能有限制,有自习室，但是通宵一般没有。,上课不能用，但是平板一般可以,有水卡校园卡，但是一般手机上一个“易校园”就能解决。,会有九江银行卡,在后面的产教楼，东西挺齐的，就是价格会没有外面那么便宜。,没什么规定,目前没有共享单车，据说下个学期引进，一般是青桔，十分钟两块钱。,南门一般是十一点半关门，其他门没有门禁。,有时候查寝，平时晚上十一点关寝室门，晚归只能翻一楼同学的窗户了。,"……能反映的渠道不多，好吃的不多，有点盲目扩招又没那么快建好楼，就会让原本的学生受苦。
篮球场就在东区女生寝室楼下，每天都很吵。
一些公共场所会因为在某个学院，然后会被所在学院学生占据（操场、羽毛球馆什么的）
不要太指望，放低标准能存活。",2023-06-24 19:25:00,,,,,,,
